customer_id,name,age,gender,marital_status,number_of_dependents,annual_income,occupation,health_status,smoking_status,policy_type,coverage_amount,monthly_premium,policy_start_date
mostly95-7fb4-45ca-8bbe-8ae8c60e9dac,Sophia Martinez,55,Female,Married,2,190000,Atckuting Manager,Fair,Non-smoker,Universal Life,200000,320.0,2022-12-19
mostlycc-d24c-4db6-af2e-11efc0b6054f,Grace Leel,26,Female,Married,2,72000,Project Manager,Good,Non-smoker,Universal Life,350000,120.0,2022-05-22
mostlyf3-4d09-4610-b31c-ae13e694141f,Liam Patl,54,Male,Married,2,88000,Sales Danagtr,Excellent,Non-smoker,Term Life,250000,426.7,2022-04-28
mostly9a-72c6-4852-9803-d79d6e17a8c7,Lucas Genaaez,26,Male,Married,1,64000,Sohtware ngie,Excellent,Non-smoker,Term Life,220000,75.7,2022-03-29
mostlyf1-0ce3-4c1a-83f1-d56a575b9c31,Niam Williams,30,Male,Married,2,88000,Operations Manager,Good,Former smoker,Variable Life,580000,429.9,2022-02-28
mostly81-df3e-4173-a3df-b27378898bf6,James Walson,47,Female,Divorced,3,46000,Scfool Councepor,Good,Non-smoker,Term Life,220000,120.2,2022-03-07
mostly34-7bb7-4ebf-b471-f715c1c9f7fe,Olivia Brown,52,Female,Single,0,62000,Marketing Coordinator,Excellent,Non-smoker,Term Life,200000,60.8,2022-05-15
mostlydc-5cc7-4c2a-a9f0-4cf936922d6e,Henry Wilsol,26,Female,Married,1,72000,Cenine Ces,Fair,Former smoker,Whole Life,150000,75.5,2022-07-02
mostly8f-c4e5-4871-8a3b-d555ff95497f,Liam Prtel,26,Female,Married,0,42000,He itdhnnr,Excellent,Non-smoker,Whole Life,350000,485.6,2022-10-17
mostlya7-7b02-4c89-95d7-268501fb8c1e,OmlaiJainaar,48,Female,Married,2,85000,Project Manager,Fair,Non-smoker,Whole Life,520000,328.6,2022-06-22
mostly9e-ef84-4da1-9e09-93743390c92e,Bthan Boown,36,Male,Single,0,52000,Software Developer,Excellent,Non-smoker,Term Life,150000,59.6,2022-03-14
mostly57-f2d0-4ba1-aa11-d5645a0335d3,Aeriia Pateh,52,Female,Married,2,88000,Project Manager,Excellent,Non-smoker,Universal Life,750000,212.6,2022-05-07
mostly53-4380-4d8e-bc33-0d647eec3677,Oamlel Mlotk,46,Male,Single,1,72000,Mechanical Engineer,Good,Non-smoker,Term Life,280000,96.4,2022-07-09
mostly7b-0f3f-4613-95e1-7cd4a47ab8c0,Iscaelaa aho,54,Female,Divorced,2,112000,Malksting tanager,Excellent,Non-smoker,Universal Life,500000,120.1,2022-05-22
mostly02-1a37-4112-8ba7-e8c79b9d73f0,James iheo,27,Male,Single,0,45000,Prajhac angne,Good,Non-smoker,Term Life,160000,71.9,2022-12-20
mostly3e-36a6-49ff-8da9-54bf78c7c1c2,Hia  Jlerson,33,Female,Single,0,72000,Marketing Coordinator,Good,Former smoker,Term Life,200000,90.0,2022-09-22
mostlyb2-d79f-4670-a145-a7f70734e70f,Natiae Beoea,56,Female,Single,0,78000,Sales irecior,Excellent,Non-smoker,Universal Life,200000,95.3,2022-05-02
mostly8f-e24e-4a40-b31a-a5c4561c5aa7,Olivia Brown,38,Female,Single,0,48000,Content Creator,Excellent,Non-smoker,Term Life,100000,55.8,2022-12-20
mostly69-3cf2-4390-b561-2883cb7af736,Henry Wils,48,Male,Married,1,75000,Aamountant,Good,Non-smoker,Term Life,260000,126.6,2022-06-15
mostly2d-64c8-4fcb-8b65-afc7c1785055,Lham Patel,30,Female,Married,3,120000,IT murcoto,Good,Non-smoker,Universal Life,1200000,152.4,2022-05-30
mostly15-d182-411d-b4e0-68d548dde07c,Noah CoRn,27,Male,Married,2,98000,Senior Snfteare niner,Excellent,Non-smoker,Whole Life,850000,362.6,2022-11-03
mostly85-f2db-472d-afe5-4d27a7b86774,Ava Ronso,38,Female,Married,0,61000,Tpakheci ecignerr,Excellent,Non-smoker,Term Life,350000,106.5,2022-05-08
mostly9f-eecd-4b86-acf8-863396dcfcb7,Ama hdmi,42,Female,Single,0,68000,Teacher,Excellent,Non-smoker,Term Life,150000,52.7,2022-10-07
mostly49-bf57-4f8c-aa36-369c5014f7c0,Doan Karelg,38,Male,Married,2,138000,Mecharical angineer,Excellent,Non-smoker,Whole Life,400000,668.8,2022-08-16
mostly51-222e-4815-9378-0541d5b76b0a,lav Json,38,Male,Married,2,88000,Nurse,Excellent,Non-smoker,Term Life,750000,112.8,2022-01-21
mostly2b-fcf4-44dc-a9e9-6bed4738ff8e,Jares Maten,29,Male,Widowed,0,42000,Retired,Excellent,Non-smoker,Term Life,100000,56.9,2022-09-02
mostly32-514f-4861-ad60-de99df512cea,Daniel Cartern,30,Male,Single,0,52000,Marketing Maoager,Excellent,Non-smoker,Term Life,250000,55.6,2022-07-01
mostly42-7570-4e7d-ae15-6dca41406972,Liam Ceolw,55,Female,Married,3,148000,Nurse  auegee,Fair,Non-smoker,Term Life,520000,153.0,2022-07-11
mostlya6-74e4-4949-b13f-a53506fa3550,Joace mi,65,_RARE_,Married,2,78000,ConnctaC Analyst,Fair,Former smoker,Variable Life,400000,130.5,2022-05-30
mostly1a-21d4-4790-b4df-fcadf5b15e61,Grace Nhmson,58,Female,Married,3,42000,Financial Analyst,Good,Non-smoker,Universal Life,700000,698.4,2022-08-20
mostly04-c3cc-4522-bd4f-79cf3eaf9176,Isabella artin,47,Female,Divorced,0,70000,Financial Analyst,Good,Non-smoker,Term Life,100000,38.1,2022-07-07
mostly65-1c00-4030-9bff-9d6176394909,Ethan Livgs,38,Male,Married,0,88000,Coutenicalioecn,Good,Non-smoker,Term Life,200000,96.8,2022-05-21
mostly2e-aedb-4152-a6f0-30730e9c5824,Ethan TWown,26,Male,Single,0,42000,Data Aralyst,Fair,Former smoker,Term Life,100000,78.3,2022-01-16
mostlyf2-0f1b-4649-92d4-22e41000f77f,Jani Thim,29,Male,Married,2,52000,Ae canreal Engineer,Good,Non-smoker,Whole Life,500000,424.4,2022-09-12
mostlyd2-5e1c-4aa4-b3a8-d9b06a85afbc,Jamesl Klson,36,Male,Married,2,179000,Resireeyauta,Fair,Current smoker,Universal Life,500000,268.9,2022-04-22
mostly2c-6c9e-4353-b3fd-65dfba8c68fd,Elhan Caarkl,26,Male,Single,0,52000,Software Engineer,Good,Non-smoker,Term Life,200000,32.8,2022-12-03
mostly47-b4a2-4a0a-aedc-4d83afeca2b6,Aiae JNlaeh,40,Female,Married,1,88000,Praject Manager,Excellent,Non-smoker,Term Life,200000,78.4,2022-08-29
mostly9b-39be-48a8-86b8-4f878af06d4b,Mia areel,39,Female,Married,0,76000,Tutee,Good,Non-smoker,Term Life,250000,56.6,2022-04-11
mostly13-07d5-4d65-ad77-2a24c09480d6,Hoarelias,40,Female,Married,2,42000,Pccjetai,Good,Non-smoker,Whole Life,420000,141.1,2022-11-01
mostly5b-11c1-4274-ae71-09c39b8dc6db,Ella Ceros,45,Female,Married,2,125000,Marketing Manager,Good,Non-smoker,Whole Life,500000,88.5,2022-05-11
mostly43-aa7e-411d-a1a1-2e157fc826a1,Chloe Pg lk,50,Female,Married,2,120000,NolesrDirector,Excellent,Non-smoker,Whole Life,520000,157.6,2022-01-25
mostly6a-d844-47bd-91fa-a8de7dc76708,Dannel Sonio,35,Male,Married,3,42000,Filslaing ocalyst,Good,Former smoker,Universal Life,400000,261.1,2022-02-22
mostly17-8130-4eec-bc3b-2ad5430ed44f,Hannah lga,63,Male,Divorced,1,76000,Retired ngineer,Fair,Former smoker,Whole Life,100000,687.8,2022-07-25
mostlyd5-7f10-413b-b0e2-315a864f16b5,Grace Kimenso,39,Female,Single,0,56000,HR Specialist,Good,Non-smoker,Term Life,150000,45.7,2022-10-25
mostlyb8-7d57-4161-bfe5-4203e9816e5d,Noah Willigms,53,Male,Married,2,180000,HRsarsooagiire,Good,Former smoker,Whole Life,750000,325.2,2022-03-21
mostlyd2-1ee2-45dd-861f-ba0b46fa98bb,Mia  herner,33,Female,Single,0,63000,Marketing Manaier,Excellent,Non-smoker,Variable Life,250000,111.0,2022-03-04
mostlyec-1166-4a8a-ada5-fb8acd16bd66,mnlelWKtsr,45,Female,Married,3,120000,Electrical Engineer,Good,Non-smoker,Whole Life,520000,213.4,2022-07-22
mostlyb0-7cda-49ee-bc93-e8b2cf79b588,livia Brown,58,Female,Married,2,90000,Sensol Coiiec,Good,Non-smoker,Whole Life,1200000,210.0,2022-09-14
mostly19-7513-4aa5-a635-6fba267a8248,Hoah Williams,39,Male,Married,2,76000,Heciae snfiiart ner,Good,Former smoker,Universal Life,400000,144.9,2022-07-07
mostly1f-a130-46b7-b806-88130eb9c2ec,Grace Kitson,33,Female,Single,0,72000,Ruste a oSsiiotist,Excellent,Non-smoker,Term Life,150000,52.9,2022-04-18
mostly7d-10f4-438a-92d4-d40ac1502829,NanalPrKis,41,Male,Married,1,42000,ERectricay Engineer,Excellent,Non-smoker,Universal Life,600000,482.3,2022-08-17
mostly94-641a-47f3-98c6-71c345739642,Noah olilkon,58,Male,Divorced,1,65000,Marketing Dorrdtnator,Excellent,Non-smoker,Whole Life,700000,326.1,2022-07-11
mostlybc-d911-4768-beca-f7f768b2d69c,Oliver Caeter,41,Female,Single,0,72000,Ioacher,Excellent,Non-smoker,Term Life,150000,60.8,2022-01-25
mostly71-10e3-4c74-bf47-29225b142155,Blaj hrtkn,39,Male,Single,0,56000,Data Analyst,Excellent,Non-smoker,Term Life,150000,61.1,2022-03-03
mostly43-458a-4468-9908-c1a109244eed,Otivia Chrn,26,Female,Single,0,72000,Archina M,Good,Non-smoker,Term Life,120000,65.5,2022-01-18
mostlyce-ba6b-4609-94d6-b840643e1d59,Sohlel ae,42,Female,Married,3,112000,Electrical gnier,Good,Non-smoker,Term Life,650000,267.1,2022-06-28
mostly88-353e-4f7c-8c38-8c60076fd1da,Emma Wohnson,38,Female,Single,0,64000,Seftware Engineer,Excellent,Non-smoker,Term Life,110000,58.6,2022-04-09
mostly80-a280-49e0-b39c-a5de58d3cb5e,Nophia Bamns,63,Female,Single,0,54000,Sales tanector,Fair,Former smoker,Whole Life,300000,92.4,2022-02-22
mostly8e-ca85-4ed2-9a92-481c255f80c2,Eorie Cakn,28,Male,Single,0,42000,Mraphic Designer,Fair,Current smoker,Term Life,120000,61.5,2022-12-14
mostly2b-cfcc-4297-b35f-34e6eb9d7c27,SohheDihyo,35,Male,Single,0,54000,Content Creator,Good,Non-smoker,Term Life,170000,68.0,2022-09-28
mostly75-3c32-42c4-9e79-3f6749d826a2,Cola Williaez,32,Male,Married,3,60000,Ceniore ontar,Excellent,Non-smoker,Term Life,180000,570.4,2022-05-28
mostly33-96ca-4be1-809a-0d3c4851a3c3,Lilm Panm,53,Female,Married,3,120000,Iperations Manager,Good,Former smoker,Whole Life,850000,312.6,2022-01-21
mostlya7-335a-4a10-a9e2-1918736eaa08,Ethae Truwn,50,Male,Widowed,0,74000,Content Creatoriet,Good,Former smoker,Term Life,250000,52.7,2022-03-16
mostlyfc-7518-4ee5-a571-80b4265cf57d,Grace Niu,54,Female,Married,2,130000,HR Sp rialiEt,Excellent,Non-smoker,Term Life,500000,91.4,2022-05-25
mostlye0-9ddb-4ef7-bacd-a47be136c97e,Naia hRnol,26,Male,Married,3,96000,Seneor oftuarentni,Excellent,Non-smoker,Universal Life,600000,421.1,2022-02-27
mostly0b-6365-442c-aa19-f7e870e4bae6,James Wilson,65,Male,Married,2,142000,Cina eonatear,Excellent,Former smoker,Term Life,420000,346.8,2022-10-02
mostlyee-9bd6-4182-8adc-3c25b9c88174,Lula hingh,54,Male,Married,2,85000,Project Manager,Good,Former smoker,Variable Life,500000,217.6,2022-07-02
mostlyce-520b-42ef-9c75-2d31761677d1,Isabella artin,41,Female,Single,0,78000,Mgsnil Analyst,Excellent,Non-smoker,Term Life,100000,61.6,2022-11-03
mostlyaf-7cb2-49cb-aba2-72dfac1b2c7d,Chlme Caiker,33,Female,Married,1,75000,HR Specialist,Fair,Non-smoker,Term Life,260000,111.5,2022-12-20
mostly43-ec45-4bcb-a76e-5765500202f8,James Wilson,52,Male,Married,3,140000,Stles isectore,Good,Former smoker,Whole Life,1200000,560.3,2022-08-03
mostly41-882a-4b1e-80f5-1e80550725b2,Ella Carton,51,Female,Married,2,98000,HR inaglrc,Excellent,Non-smoker,Whole Life,300000,143.9,2022-04-16
mostly8a-e9ca-45a8-856d-fe02598de94c,Sophia Chen,58,Female,Married,1,98000,Salis Manager,Good,Non-smoker,Term Life,400000,95.4,2022-11-02
mostly6a-5627-4ce9-b1d8-6cb9b57a3b35,Isabella rmnn,26,Female,Single,0,52000,Marketing Coordinator,Excellent,Non-smoker,Term Life,100000,24.1,2022-11-19
mostly4f-329b-4f83-9847-9e6201d3d664,Otivia Brown,47,Female,Single,0,42000,Cana ltal etoger,Fair,Non-smoker,Term Life,100000,48.1,2022-10-27
mostly6c-91e0-4add-9ba9-c2d24eec9e22,enry Lehsor,65,Male,Widowed,2,182000,Arcjurengr,Good,Non-smoker,Term Life,420000,511.8,2022-08-15
mostlye7-f1e4-45f6-a16c-df475c9f8f90,MamiaoGCarte,34,Female,Married,3,78000,Project Manager,Excellent,Non-smoker,Term Life,260000,107.7,2022-11-17
mostly08-e36d-4aeb-93cf-659afa837026,Noah arcig,44,Male,Married,2,61000,Project Manager,Excellent,Former smoker,Universal Life,750000,312.5,2022-08-03
mostlye4-c922-440e-a938-3a66ecaaa792,Henry Wslm,46,Male,Married,3,103000,Filis asineerc,Good,Non-smoker,Universal Life,300000,263.9,2022-05-21
mostly22-3b2d-42f7-8d9c-0c43fdfe503f,Ala arttn,46,Male,Married,2,91000,Senior Srytacer,Excellent,Non-smoker,Universal Life,350000,529.9,2022-07-14
mostlyaf-4efb-45e6-bec4-78f3ecdb4c12,Daniel Carter,35,Male,Married,3,42000,Senior Aoftnare niner,Excellent,Non-smoker,Universal Life,650000,700.0,2022-05-23
mostlycc-31dd-4588-83ad-391a00bc76dc,James Wilson,26,Male,Single,0,42000,Electrica  Eecinir,Excellent,Non-smoker,Term Life,120000,40.4,2022-12-06
mostly1a-e97b-45c6-97ba-3fce1b24d2bb,Mia Roei,39,Male,Married,2,69000,Locjrtc Dtaetler,Fair,Non-smoker,Universal Life,300000,287.0,2022-07-11
mostlyaa-d593-4616-8b35-8b0fa7fe20c0,Sophia Mirtin,52,Female,Married,2,99000,SinanriPs Analyst,Good,Current smoker,Variable Life,650000,293.8,2022-12-20
mostly7e-1280-48b2-9d50-11a795852637,Ava Thoiso,64,Female,Widowed,2,92000,Retired,Good,Non-smoker,Whole Life,850000,52.2,2022-03-05
mostly9a-2465-435c-ab08-58df7e8653c4,Aia  mis,38,Female,Married,3,98000,Araphic Designer,_RARE_,Former smoker,Whole Life,350000,120.9,2022-05-19
mostly02-42d0-4814-99dd-a71b78e54c6a,Ethan Ltee,41,Male,Married,2,190000,Electrical Engineer,Good,Non-smoker,Whole Life,700000,423.8,2022-03-29
mostly6d-2d73-4aac-b242-72bb6bfb614e,Jhles nvis,34,Female,Married,1,95000,ARcountant,Good,Non-smoker,Whole Life,440000,91.6,2022-09-28
mostly7e-bcba-4cea-a095-782e697b4dda,Emivia Ceiter,39,Female,Married,1,86000,Mechanra,Good,Non-smoker,Term Life,260000,95.9,2022-04-11
mostlyf1-b8da-44b9-a477-8ed4d9f01dad,Morae aooih,45,Male,Divorced,1,66000,Electrical Engineer,Good,Non-smoker,Whole Life,820000,85.5,2022-07-05
mostlyce-dc50-425d-8430-60e6f9256dc8,Aiphia Daves,65,Female,Married,2,48000,Geacher,Good,Non-smoker,Term Life,120000,28.5,2022-09-07
mostly3e-1af8-431c-aecf-40578166b47a,Grace Kim,40,Female,Married,1,73000,Bus nc l,Good,Non-smoker,Whole Life,260000,305.7,2022-11-09
mostlyce-fe58-48eb-995c-2469542724ee,Otije iomaoni,26,Female,Single,0,42000,Scfese Agtenter,Fair,Non-smoker,Term Life,200000,51.3,2022-04-04
mostly7e-96fa-43f8-8d85-3595871d5af6,Niah Parok,38,Male,Married,2,86000,PeoltcSrt,Excellent,Non-smoker,Term Life,400000,210.9,2022-10-10
mostly29-28a9-4260-b935-9c794903f543,Ava Tohpson,26,Female,Married,0,72000,Teacher,Excellent,Non-smoker,Term Life,100000,91.8,2022-06-19
mostly60-5c87-4eff-aa74-b2704a2943fe,Daniel Bate,32,Female,Single,0,64000,Seliser,Fair,Former smoker,Term Life,100000,60.6,2022-06-09
mostlyfe-f6d1-46cf-b783-a7e0044a7457,James Nrognn,52,Male,Single,0,54000,Tatrreic,Good,Non-smoker,Whole Life,120000,52.7,2022-11-01
mostly3f-3a6f-405e-80d4-a246fc4d180e,Beraarm,48,Female,Married,2,42000,Electntall A,Good,Non-smoker,Term Life,300000,96.5,2022-07-03
mostly59-104e-42d0-88ea-8d00714bd3c4,Emman Wilson,35,Female,Married,2,78000,Sales DDirector,Excellent,Non-smoker,Universal Life,500000,113.5,2022-07-08
mostlyd3-f7b6-4e30-92db-c370b018ec3d,James Silth,55,Male,Married,2,125000,Cinancial Analyst,Excellent,Non-smoker,Whole Life,500000,561.2,2022-01-28
mostlyff-46aa-4226-9ebc-a30c81b6cae8,Emma Wircon,42,Male,Widowed,0,72000,Sarketing Specialist,Good,Non-smoker,Term Life,250000,131.0,2022-03-29
mostly0b-4fd8-4067-bc0a-93b6b14253d3,Grace Kgm,36,Female,Married,2,152000,HR Manager,Excellent,Non-smoker,Whole Life,400000,307.8,2022-04-03
mostly4d-e69e-4628-a420-df63e03e9f60,Ethan Wion,35,Male,Married,2,98000,Finteci l Analyst,Good,Non-smoker,Universal Life,300000,120.0,2022-05-25
mostly6a-cdeb-4ac9-951b-590c1cd36bd8,Grace Tiongon,36,Female,Divorced,0,76000,Fonaent C Aatoyst,Good,Non-smoker,Term Life,180000,96.4,2022-12-20
mostlyfe-36ad-4638-bea5-58a9ae956960,Ethan Brown,26,Male,Single,0,42000,Data Analyst,Good,Non-smoker,Term Life,150000,71.9,2022-03-09
mostly8c-0aaa-4dc9-b8ce-67553e22b0b8,Grace Netnn,54,Female,Married,3,190000,Aaketectc,Excellent,Non-smoker,Whole Life,700000,327.4,2022-04-12
mostly08-1423-47cb-8d6c-5bc515645bd7,Grace Gee,65,Female,Married,2,42000,Retireer use,Fair,Non-smoker,Term Life,300000,88.4,2022-05-09
mostlyde-7818-4313-bea3-10db77e34bd8,James Wilson,64,Male,Married,3,102000,Oeerations iret,Good,Former smoker,Whole Life,900000,159.3,2022-05-22
mostly55-29c4-4da2-bf2f-9b4fc723e5b1,NathiG nronnn,62,Female,Single,0,52000,Graphic Designer,Good,Former smoker,Term Life,100000,63.2,2022-01-18
mostly66-a5e4-4ead-8b75-c3b9f4f5430b,Isabella artin,36,Female,Married,2,42000,Electrical Engineer,Good,Non-smoker,Universal Life,500000,141.6,2022-07-29
mostly70-25a8-430d-a271-56ebe5013019,Dotii righ,39,Female,Widowed,0,57000,Graphic Designer,Excellent,Non-smoker,Term Life,200000,52.2,2022-02-11
mostly70-0a55-4ccb-adb5-73c43ee64617,Olivia Chvn,27,Female,Married,0,48000,Conoent Crrater,Good,Former smoker,Term Life,180000,61.0,2022-04-30
mostly6b-d8b9-402a-b74c-a373385911c9,Avr a oscn,41,Female,Married,2,42000,Lrophic Designer,Good,Non-smoker,Term Life,250000,71.8,2022-07-15
mostly3c-5999-4275-a25d-b05fedc05d56,Canrl Carola,39,Male,Married,3,160000,HT Spesialist,Good,Non-smoker,Universal Life,500000,180.4,2022-04-15
mostlye9-be5d-4661-b10e-20545f79c307,Ava rlin,38,Male,Married,2,98000,Sales Manager,Fair,Current smoker,Universal Life,800000,243.5,2022-04-13
mostlyed-54f0-4e1d-81bd-0da448bbcbf6,Ma Josoi,63,Female,Widowed,0,150000,Software Engineer,Excellent,Former smoker,Whole Life,120000,185.0,2022-12-02
mostly27-4dda-4a51-a6f0-2669872ab2c5,Jarea Larera,46,Male,Divorced,0,176000,Coleericiaaino,Excellent,Non-smoker,Term Life,200000,214.7,2022-10-09
mostlya6-e104-43ad-b4bb-07f6e25e7039,Juc saBKin,57,Female,Married,2,42000,Operations Manager,Good,Non-smoker,Universal Life,700000,197.1,2022-03-25
mostly67-bd4b-4142-91bd-305b96293c4f,Isabella im,39,Female,Married,2,42000,CinancealoAnalyst,Good,Non-smoker,Universal Life,700000,114.0,2022-01-20
mostlyd1-4d45-4103-9328-b4656ecda6bf,Liam Walcon,33,Male,Married,3,73000,Sales eneger,Excellent,Non-smoker,Variable Life,700000,212.5,2022-04-03
mostlye0-b7bb-4d16-9f71-419de6a7313e,GenaeloCarkhez,35,Male,Married,2,102000,Salesting Ciarder,Good,Current smoker,Whole Life,400000,320.4,2022-08-05
mostly07-6a19-4e1f-9018-b81ae17b4800,ChranGlhngle,54,Female,Single,0,62000,Mtrketing epecialist,Excellent,Non-smoker,Term Life,100000,24.5,2022-03-12
mostlybe-5de6-4c5a-af25-ea07265d3b77,Mia Jodnroon,33,Male,Married,1,61000,Maroeting Manager,Excellent,Non-smoker,Whole Life,500000,506.4,2022-04-05
mostly53-7e07-4eb4-8e65-5edbee8127f7,Noah Josniam,45,Female,Married,2,99000,HR SatcgaliMt,Excellent,Non-smoker,Whole Life,420000,120.5,2022-07-10
mostly96-3cfe-4972-b01e-22184e79b481,Isabella ooti,38,Female,Married,2,67000,Sars Maloger,Excellent,Non-smoker,Term Life,800000,114.6,2022-04-03
mostly7e-60ea-452f-814d-80c80e298d73,Lia  Khrwhn,49,Female,Married,2,96000,Electrical Engineer,Good,Non-smoker,Universal Life,750000,265.4,2022-02-17
mostly05-fb5b-49ea-a1b2-7429dbda845a,James Welson,65,Male,Married,1,142000,Ceniomer unvart,Fair,Former smoker,Term Life,900000,551.0,2022-09-28
mostly79-9e1b-4df2-843e-b18a0c7cb0ec,Sophia Brown,27,Female,Single,0,42000,Reaeeechresiiatinta,Excellent,Non-smoker,Term Life,120000,40.9,2022-02-22
mostlya2-4943-4f7d-acae-22fb4912c279,Daniel Kim,48,Female,Married,2,125000,IpaSes r,Excellent,Non-smoker,Term Life,300000,303.8,2022-08-22
mostlye9-b085-412e-bb12-42bd8531ef7d,James Mlrtin,43,Male,Married,1,110000,Nrcjent Mu,Excellent,Non-smoker,Universal Life,600000,110.3,2022-03-29
mostly34-c439-443f-b300-8cf76b32829d,Mic Jhnson,55,Male,Married,1,58000,Daea Analyst,Good,Non-smoker,Whole Life,300000,88.6,2022-04-09
mostly10-382a-4d9d-9f4f-b17e9372af96,Nanie Gerlsstz,58,Male,Married,3,115000,Eroctrictl,Good,Non-smoker,Whole Life,500000,680.3,2022-07-28
mostly88-dffe-4921-8aff-8bba6f78408d,Otivia Mrrtsn,34,Female,Married,2,98000,Hp Manager,Excellent,Non-smoker,Universal Life,520000,158.1,2022-07-25
mostly73-32f0-4bdf-9023-fad24a531cb6,Nanhe Rlner,36,Male,Married,1,86000,Project Manager,Good,Non-smoker,Term Life,270000,113.8,2022-08-21
mostly7c-2815-4d94-8f27-648a0811ce01,Lucas Plgla,39,Male,Single,0,58000,Sales Mnager,Good,Non-smoker,Term Life,200000,34.3,2022-10-03
mostly55-4485-49f4-9f6a-29b09630c9e4,Liam Chen,52,Male,Married,3,100000,Project Manager,Excellent,Non-smoker,Variable Life,700000,186.7,2022-01-18
mostly70-9563-47fa-82ac-4a4533643fcd,Ethan Pitel,52,Male,Married,2,130000,Sales Marager,Good,Former smoker,Universal Life,700000,207.6,2022-11-03
mostly1c-c8b9-4b1c-96c1-855fc31c9d20,Grace Tau,52,Female,Married,2,148000,Sales Daoager,Excellent,Non-smoker,Term Life,100000,65.5,2022-04-29
